"gene_id","gene_id_clean","symbol","entrez"
"ENSG00000272211.1","ENSG00000272211",NA,NA
"ENSG00000272215.1","ENSG00000272215","LOC124903094","124903094"
"ENSG00000272217.1","ENSG00000272217","LOC105375022","105375022"
"ENSG00000272218.1","ENSG00000272218",NA,NA
"ENSG00000272219.1","ENSG00000272219",NA,NA
"ENSG00000272220.1","ENSG00000272220",NA,NA
"ENSG00000272221.1","ENSG00000272221","MICA-AS1","101929072"
"ENSG00000272223.1","ENSG00000272223",NA,NA
"ENSG00000272226.1","ENSG00000272226",NA,NA
"ENSG00000272230.1","ENSG00000272230","MIR3666","100500896"
"ENSG00000272232.2","ENSG00000272232","RN7SL726P","106479488"
"ENSG00000272234.1","ENSG00000272234",NA,NA
"ENSG00000272235.1","ENSG00000272235",NA,NA
"ENSG00000272236.1","ENSG00000272236",NA,NA
"ENSG00000272237.1","ENSG00000272237",NA,NA
"ENSG00000272239.1","ENSG00000272239",NA,NA
"ENSG00000272240.1","ENSG00000272240",NA,NA
"ENSG00000272243.5","ENSG00000272243","LOC105377858","105377858"
"ENSG00000272247.1","ENSG00000272247",NA,NA
"ENSG00000272248.1","ENSG00000272248",NA,NA
"ENSG00000272249.1","ENSG00000272249",NA,NA
"ENSG00000272253.1","ENSG00000272253","RNA5SP386","100873641"
"ENSG00000272254.1","ENSG00000272254",NA,NA
"ENSG00000272255.1","ENSG00000272255",NA,NA
"ENSG00000272256.1","ENSG00000272256",NA,NA
"ENSG00000272259.5","ENSG00000272259",NA,NA
"ENSG00000272262.1","ENSG00000272262","RNU6-89P","106480550"
"ENSG00000272263.1","ENSG00000272263",NA,NA
"ENSG00000272264.1","ENSG00000272264",NA,NA
"ENSG00000272265.1","ENSG00000272265",NA,NA
"ENSG00000272267.2","ENSG00000272267",NA,NA
"ENSG00000272269.1","ENSG00000272269",NA,NA
"ENSG00000272273.1","ENSG00000272273",NA,NA
"ENSG00000272274.1","ENSG00000272274","ARGLU1-DT","283483"
"ENSG00000272275.1","ENSG00000272275",NA,NA
"ENSG00000272277.1","ENSG00000272277",NA,NA
"ENSG00000272279.1","ENSG00000272279","LOC102723944","102723944"
"ENSG00000272281.6","ENSG00000272281",NA,NA
"ENSG00000272282.1","ENSG00000272282",NA,NA
"ENSG00000272288.5","ENSG00000272288","ILRUN-AS1","101929243"
"ENSG00000272293.1","ENSG00000272293",NA,NA
"ENSG00000272296.1","ENSG00000272296","SNORD96A","619571"
"ENSG00000272297.2","ENSG00000272297",NA,NA
"ENSG00000272298.1","ENSG00000272298",NA,NA
"ENSG00000272301.1","ENSG00000272301",NA,NA
"ENSG00000272304.1","ENSG00000272304",NA,NA
"ENSG00000272305.5","ENSG00000272305",NA,NA
"ENSG00000272308.1","ENSG00000272308",NA,NA
"ENSG00000272311.1","ENSG00000272311","IFNL4P1","101927833"
"ENSG00000272312.1","ENSG00000272312",NA,NA
"ENSG00000272316.1","ENSG00000272316",NA,NA
"ENSG00000272319.2","ENSG00000272319",NA,NA
"ENSG00000272320.1","ENSG00000272320",NA,NA
"ENSG00000272321.1","ENSG00000272321",NA,NA
"ENSG00000272323.1","ENSG00000272323","TTC23L-AS1","101929704"
"ENSG00000272324.5","ENSG00000272324","DAP-DT","105374652"
"ENSG00000272325.1","ENSG00000272325","NUDT3","11165"
"ENSG00000272328.1","ENSG00000272328",NA,NA
"ENSG00000272329.1","ENSG00000272329",NA,NA
"ENSG00000272330.1","ENSG00000272330",NA,NA
"ENSG00000272333.5","ENSG00000272333","KMT2B","9757"
"ENSG00000272334.1","ENSG00000272334",NA,NA
"ENSG00000272335.1","ENSG00000272335",NA,NA
"ENSG00000272337.1","ENSG00000272337","RNU6-90P","106481205"
"ENSG00000272338.2","ENSG00000272338",NA,NA
"ENSG00000272341.1","ENSG00000272341",NA,NA
"ENSG00000272342.1","ENSG00000272342","LINC01115","339822"
"ENSG00000272343.1","ENSG00000272343",NA,NA
"ENSG00000272344.1","ENSG00000272344","SNORD114-21","767599"
"ENSG00000272345.1","ENSG00000272345",NA,NA
"ENSG00000272346.2","ENSG00000272346",NA,NA
"ENSG00000272347.1","ENSG00000272347",NA,NA
"ENSG00000272351.1","ENSG00000272351",NA,NA
"ENSG00000272354.1","ENSG00000272354",NA,NA
"ENSG00000272356.1","ENSG00000272356",NA,NA
"ENSG00000272359.1","ENSG00000272359","RNU4-89P","106481200"
"ENSG00000272360.1","ENSG00000272360",NA,NA
"ENSG00000272361.2","ENSG00000272361",NA,NA
"ENSG00000272362.1","ENSG00000272362",NA,NA
"ENSG00000272366.1","ENSG00000272366",NA,NA
"ENSG00000272368.2","ENSG00000272368",NA,NA
"ENSG00000272369.1","ENSG00000272369",NA,NA
"ENSG00000272370.1","ENSG00000272370",NA,NA
"ENSG00000272371.1","ENSG00000272371",NA,NA
"ENSG00000272372.1","ENSG00000272372",NA,NA
"ENSG00000272374.1","ENSG00000272374",NA,NA
"ENSG00000272375.1","ENSG00000272375",NA,NA
"ENSG00000272379.1","ENSG00000272379",NA,NA
"ENSG00000272380.1","ENSG00000272380","MIR3976","100616244"
"ENSG00000272381.1","ENSG00000272381","LINC02664","101929352"
"ENSG00000272382.1","ENSG00000272382",NA,NA
"ENSG00000272383.1","ENSG00000272383",NA,NA
"ENSG00000272384.1","ENSG00000272384",NA,NA
"ENSG00000272386.1","ENSG00000272386",NA,NA
"ENSG00000272387.2","ENSG00000272387",NA,NA
"ENSG00000272391.5","ENSG00000272391","POM121C","100101267"
"ENSG00000272393.1","ENSG00000272393","RNU6-92P","106479607"
"ENSG00000272395.7","ENSG00000272395","IFNL4","101180976"
"ENSG00000272396.1","ENSG00000272396",NA,NA
"ENSG00000272397.1","ENSG00000272397",NA,NA
"ENSG00000272398.5","ENSG00000272398","CD24","100133941"
"ENSG00000272400.1","ENSG00000272400",NA,NA
"ENSG00000272402.1","ENSG00000272402",NA,NA
"ENSG00000272405.1","ENSG00000272405",NA,NA
"ENSG00000272406.1","ENSG00000272406",NA,NA
"ENSG00000272407.1","ENSG00000272407",NA,NA
"ENSG00000272410.5","ENSG00000272410",NA,NA
"ENSG00000272411.1","ENSG00000272411",NA,NA
"ENSG00000272412.2","ENSG00000272412","RN7SL778P","106479504"
"ENSG00000272414.5","ENSG00000272414","FAM47E-STBD1","100631383"
"ENSG00000272416.1","ENSG00000272416",NA,NA
"ENSG00000272417.1","ENSG00000272417",NA,NA
"ENSG00000272418.1","ENSG00000272418",NA,NA
"ENSG00000272419.6","ENSG00000272419",NA,NA
"ENSG00000272420.1","ENSG00000272420",NA,NA
"ENSG00000272425.1","ENSG00000272425",NA,NA
"ENSG00000272426.1","ENSG00000272426",NA,NA
"ENSG00000272428.1","ENSG00000272428",NA,NA
"ENSG00000272430.1","ENSG00000272430",NA,NA
"ENSG00000272431.1","ENSG00000272431",NA,NA
"ENSG00000272432.1","ENSG00000272432",NA,NA
"ENSG00000272434.1","ENSG00000272434",NA,NA
"ENSG00000272435.1","ENSG00000272435","RNA5SP357","100873616"
"ENSG00000272436.1","ENSG00000272436",NA,NA
"ENSG00000272438.1","ENSG00000272438",NA,NA
"ENSG00000272439.1","ENSG00000272439","RNU6-91P","106479606"
"ENSG00000272440.1","ENSG00000272440",NA,NA
"ENSG00000272442.2","ENSG00000272442",NA,NA
"ENSG00000272443.1","ENSG00000272443",NA,NA
"ENSG00000272444.1","ENSG00000272444",NA,NA
"ENSG00000272445.1","ENSG00000272445","RNU6-84P","106479603"
"ENSG00000272446.5","ENSG00000272446",NA,NA
"ENSG00000272447.1","ENSG00000272447","LOC642361","642361"
"ENSG00000272449.2","ENSG00000272449",NA,NA
"ENSG00000272455.1","ENSG00000272455",NA,NA
"ENSG00000272456.1","ENSG00000272456",NA,NA
"ENSG00000272457.1","ENSG00000272457",NA,NA
"ENSG00000272458.1","ENSG00000272458","MIR432","574451"
"ENSG00000272459.1","ENSG00000272459","FAM193B-DT","105377750"
"ENSG00000272460.1","ENSG00000272460","SNORD115-40","100033814"
"ENSG00000272461.1","ENSG00000272461",NA,NA
"ENSG00000272462.2","ENSG00000272462","LINC02980","123706533"
"ENSG00000272463.1","ENSG00000272463",NA,NA
"ENSG00000272465.1","ENSG00000272465",NA,NA
"ENSG00000272468.1","ENSG00000272468",NA,NA
"ENSG00000272469.2","ENSG00000272469","RN7SL760P","106481129"
"ENSG00000272472.1","ENSG00000272472",NA,NA
"ENSG00000272473.1","ENSG00000272473","LOC101928450","101928450"
"ENSG00000272474.1","ENSG00000272474","SNORD113-5","767565"
"ENSG00000272476.1","ENSG00000272476",NA,NA
"ENSG00000272477.1","ENSG00000272477",NA,NA
"ENSG00000272478.1","ENSG00000272478",NA,NA
"ENSG00000272479.1","ENSG00000272479",NA,NA
"ENSG00000272480.1","ENSG00000272480","OR13Z3P","403230"
"ENSG00000272482.1","ENSG00000272482",NA,NA
"ENSG00000272483.1","ENSG00000272483",NA,NA
"ENSG00000272485.1","ENSG00000272485",NA,NA
"ENSG00000272489.1","ENSG00000272489",NA,NA
"ENSG00000272491.1","ENSG00000272491",NA,NA
"ENSG00000272494.1","ENSG00000272494","OR1X1P","402236"
"ENSG00000272498.1","ENSG00000272498",NA,NA
"ENSG00000272501.1","ENSG00000272501",NA,NA
"ENSG00000272502.1","ENSG00000272502",NA,NA
"ENSG00000272505.1","ENSG00000272505",NA,NA
"ENSG00000272506.1","ENSG00000272506",NA,NA
"ENSG00000272507.1","ENSG00000272507","RNU6-88P","106479605"
"ENSG00000272508.1","ENSG00000272508",NA,NA
"ENSG00000272509.1","ENSG00000272509",NA,NA
"ENSG00000272510.1","ENSG00000272510",NA,NA
"ENSG00000272512.1","ENSG00000272512",NA,NA
"ENSG00000272514.5","ENSG00000272514","CFAP206","154313"
"ENSG00000272515.1","ENSG00000272515",NA,NA
"ENSG00000272516.1","ENSG00000272516",NA,NA
"ENSG00000272518.1","ENSG00000272518",NA,NA
"ENSG00000272519.1","ENSG00000272519",NA,NA
"ENSG00000272523.1","ENSG00000272523",NA,NA
"ENSG00000272525.1","ENSG00000272525",NA,NA
"ENSG00000272529.1","ENSG00000272529",NA,NA
"ENSG00000272533.1","ENSG00000272533","SNORA28","677811"
"ENSG00000272536.2","ENSG00000272536","RN7SL840P","106479528"
"ENSG00000272537.1","ENSG00000272537","LOC105375168","105375168"
"ENSG00000272540.1","ENSG00000272540",NA,NA
"ENSG00000272541.1","ENSG00000272541",NA,NA
"ENSG00000272542.1","ENSG00000272542",NA,NA
"ENSG00000272543.1","ENSG00000272543","MIR4787","100616138"
"ENSG00000272545.1","ENSG00000272545",NA,NA
"ENSG00000272549.1","ENSG00000272549","LINC02538","401286"
"ENSG00000272551.1","ENSG00000272551",NA,NA
"ENSG00000272554.1","ENSG00000272554",NA,NA
"ENSG00000272555.1","ENSG00000272555",NA,NA
"ENSG00000272556.2","ENSG00000272556",NA,NA
"ENSG00000272558.1","ENSG00000272558",NA,NA
"ENSG00000272559.1","ENSG00000272559","OR51F3P","390043"
"ENSG00000272562.1","ENSG00000272562",NA,NA
"ENSG00000272563.1","ENSG00000272563",NA,NA
"ENSG00000272564.1","ENSG00000272564",NA,NA
"ENSG00000272566.1","ENSG00000272566",NA,NA
"ENSG00000272567.1","ENSG00000272567",NA,NA
"ENSG00000272568.5","ENSG00000272568","CPVL-AS2","100506497"
"ENSG00000272569.1","ENSG00000272569","OR5BL1P","81205"
"ENSG00000272572.1","ENSG00000272572",NA,NA
"ENSG00000272573.5","ENSG00000272573","MUSTN1","389125"
"ENSG00000272574.1","ENSG00000272574",NA,NA
"ENSG00000272575.6","ENSG00000272575","LINC02098","105369564"
"ENSG00000272576.1","ENSG00000272576",NA,NA
"ENSG00000272578.5","ENSG00000272578",NA,NA
"ENSG00000272582.1","ENSG00000272582",NA,NA
"ENSG00000272583.1","ENSG00000272583",NA,NA
"ENSG00000272588.1","ENSG00000272588",NA,NA
"ENSG00000272589.1","ENSG00000272589","ZSWIM8-AS1","100507331"
"ENSG00000272592.1","ENSG00000272592",NA,NA
"ENSG00000272593.1","ENSG00000272593",NA,NA
"ENSG00000272595.2","ENSG00000272595","OR10AH1P","402246"
"ENSG00000272597.1","ENSG00000272597",NA,NA
"ENSG00000272599.2","ENSG00000272599",NA,NA
"ENSG00000272600.1","ENSG00000272600",NA,NA
"ENSG00000272601.1","ENSG00000272601",NA,NA
"ENSG00000272602.5","ENSG00000272602","ZNF595","152687"
"ENSG00000272604.1","ENSG00000272604","EFCAB10-AS1","127138863"
"ENSG00000272606.1","ENSG00000272606","PPP4R3B-DT","107985885"
"ENSG00000272609.1","ENSG00000272609",NA,NA
"ENSG00000272610.1","ENSG00000272610","MAGI1-IT1","151877"
"ENSG00000272617.3","ENSG00000272617",NA,NA
"ENSG00000272619.1","ENSG00000272619",NA,NA
"ENSG00000272620.1","ENSG00000272620","AFAP1-AS1","84740"
"ENSG00000272622.1","ENSG00000272622",NA,NA
"ENSG00000272625.1","ENSG00000272625",NA,NA
"ENSG00000272626.1","ENSG00000272626",NA,NA
"ENSG00000272627.1","ENSG00000272627",NA,NA
"ENSG00000272630.1","ENSG00000272630",NA,NA
"ENSG00000272631.1","ENSG00000272631",NA,NA
"ENSG00000272632.1","ENSG00000272632",NA,NA
"ENSG00000272634.2","ENSG00000272634","OR51F5P","390040"
"ENSG00000272635.1","ENSG00000272635",NA,NA
"ENSG00000272636.3","ENSG00000272636","DOC2B","8447"
"ENSG00000272638.1","ENSG00000272638",NA,NA
"ENSG00000272639.1","ENSG00000272639",NA,NA
"ENSG00000272642.2","ENSG00000272642",NA,NA
"ENSG00000272644.1","ENSG00000272644",NA,NA
"ENSG00000272645.3","ENSG00000272645",NA,NA
"ENSG00000272646.1","ENSG00000272646",NA,NA
"ENSG00000272647.3","ENSG00000272647",NA,NA
"ENSG00000272650.1","ENSG00000272650",NA,NA
"ENSG00000272654.1","ENSG00000272654","JTB-DT","123706540"
"ENSG00000272655.2","ENSG00000272655",NA,NA
"ENSG00000272656.1","ENSG00000272656",NA,NA
"ENSG00000272657.1","ENSG00000272657",NA,NA
"ENSG00000272660.1","ENSG00000272660",NA,NA
"ENSG00000272661.1","ENSG00000272661",NA,NA
"ENSG00000272662.1","ENSG00000272662",NA,NA
"ENSG00000272663.1","ENSG00000272663",NA,NA
"ENSG00000272664.1","ENSG00000272664","OR51C4P","390041"
"ENSG00000272666.1","ENSG00000272666","KLHDC7B-DT","105373098"
"ENSG00000272667.1","ENSG00000272667",NA,NA
"ENSG00000272668.2","ENSG00000272668","LOC107985216","107985216"
"ENSG00000272669.1","ENSG00000272669",NA,NA
"ENSG00000272672.1","ENSG00000272672",NA,NA
"ENSG00000272674.3","ENSG00000272674","PCDHB16","57717"
"ENSG00000272676.1","ENSG00000272676","OR5AO1P","403272"
"ENSG00000272677.1","ENSG00000272677",NA,NA
"ENSG00000272678.1","ENSG00000272678",NA,NA
"ENSG00000272679.1","ENSG00000272679",NA,NA
"ENSG00000272682.1","ENSG00000272682",NA,NA
"ENSG00000272685.1","ENSG00000272685","OR9I3P","81155"
"ENSG00000272686.1","ENSG00000272686","WASL-DT","116435299"
"ENSG00000272688.1","ENSG00000272688",NA,NA
"ENSG00000272689.1","ENSG00000272689",NA,NA
"ENSG00000272690.5","ENSG00000272690","LINC02018","107986100"
"ENSG00000272691.1","ENSG00000272691",NA,NA
"ENSG00000272692.1","ENSG00000272692",NA,NA
"ENSG00000272693.4","ENSG00000272693",NA,NA
"ENSG00000272694.1","ENSG00000272694",NA,NA
"ENSG00000272695.1","ENSG00000272695","GAS6-DT","100506394"
"ENSG00000272696.1","ENSG00000272696",NA,NA
"ENSG00000272699.1","ENSG00000272699",NA,NA
"ENSG00000272701.3","ENSG00000272701","MESTIT1","317751"
"ENSG00000272702.1","ENSG00000272702",NA,NA
"ENSG00000272703.1","ENSG00000272703",NA,NA
"ENSG00000272707.1","ENSG00000272707",NA,NA
"ENSG00000272710.2","ENSG00000272710",NA,NA
"ENSG00000272711.1","ENSG00000272711","HK2-DT","118568819"
"ENSG00000272714.1","ENSG00000272714",NA,NA
"ENSG00000272715.1","ENSG00000272715",NA,NA
"ENSG00000272716.1","ENSG00000272716","SLC30A6-DT","118568811"
"ENSG00000272717.1","ENSG00000272717",NA,NA
"ENSG00000272719.1","ENSG00000272719",NA,NA
"ENSG00000272720.1","ENSG00000272720",NA,NA
"ENSG00000272721.5","ENSG00000272721",NA,NA
"ENSG00000272727.1","ENSG00000272727","LINC02266","105377466"
"ENSG00000272729.1","ENSG00000272729",NA,NA
"ENSG00000272732.1","ENSG00000272732",NA,NA
"ENSG00000272733.1","ENSG00000272733",NA,NA
"ENSG00000272734.1","ENSG00000272734",NA,NA
"ENSG00000272735.1","ENSG00000272735",NA,NA
"ENSG00000272736.5","ENSG00000272736",NA,NA
"ENSG00000272741.1","ENSG00000272741",NA,NA
"ENSG00000272742.1","ENSG00000272742",NA,NA
"ENSG00000272744.1","ENSG00000272744",NA,NA
"ENSG00000272745.1","ENSG00000272745",NA,NA
"ENSG00000272746.1","ENSG00000272746",NA,NA
"ENSG00000272748.1","ENSG00000272748",NA,NA
"ENSG00000272750.1","ENSG00000272750",NA,NA
"ENSG00000272752.6","ENSG00000272752","STAG3L5P","101735302"
"ENSG00000272754.1","ENSG00000272754",NA,NA
"ENSG00000272755.1","ENSG00000272755",NA,NA
"ENSG00000272758.5","ENSG00000272758","WDR5B-DT","102723582"
"ENSG00000272760.1","ENSG00000272760",NA,NA
"ENSG00000272762.5","ENSG00000272762",NA,NA
"ENSG00000272763.1","ENSG00000272763","LINC03057","127379715"
"ENSG00000272764.1","ENSG00000272764",NA,NA
"ENSG00000272767.1","ENSG00000272767","JMJD1C-AS1","84989"
"ENSG00000272768.1","ENSG00000272768",NA,NA
"ENSG00000272769.1","ENSG00000272769",NA,NA
"ENSG00000272770.1","ENSG00000272770",NA,NA
"ENSG00000272772.1","ENSG00000272772",NA,NA
"ENSG00000272774.1","ENSG00000272774",NA,NA
"ENSG00000272777.1","ENSG00000272777",NA,NA
"ENSG00000272779.1","ENSG00000272779",NA,NA
"ENSG00000272783.1","ENSG00000272783",NA,NA
"ENSG00000272784.1","ENSG00000272784",NA,NA
"ENSG00000272787.1","ENSG00000272787",NA,NA
"ENSG00000272788.1","ENSG00000272788",NA,NA
"ENSG00000272789.1","ENSG00000272789",NA,NA
"ENSG00000272791.1","ENSG00000272791",NA,NA
"ENSG00000272795.1","ENSG00000272795","GAR1-DT","124900758"
"ENSG00000272797.1","ENSG00000272797",NA,NA
"ENSG00000272798.1","ENSG00000272798",NA,NA
"ENSG00000272799.1","ENSG00000272799",NA,NA
"ENSG00000272800.1","ENSG00000272800",NA,NA
"ENSG00000272801.1","ENSG00000272801",NA,NA
"ENSG00000272804.3","ENSG00000272804","KRTAP10-7","386675"
"ENSG00000272807.1","ENSG00000272807",NA,NA
"ENSG00000272808.4","ENSG00000272808","GCAWKR","105369201"
"ENSG00000272810.1","ENSG00000272810",NA,NA
"ENSG00000272812.1","ENSG00000272812",NA,NA
"ENSG00000272814.1","ENSG00000272814",NA,NA
"ENSG00000272815.1","ENSG00000272815",NA,NA
"ENSG00000272817.1","ENSG00000272817","FGFBP3-AS1","140577504"
"ENSG00000272821.1","ENSG00000272821",NA,NA
"ENSG00000272822.1","ENSG00000272822",NA,NA
"ENSG00000272823.1","ENSG00000272823",NA,NA
"ENSG00000272824.1","ENSG00000272824",NA,NA
"ENSG00000272825.1","ENSG00000272825",NA,NA
"ENSG00000272829.1","ENSG00000272829",NA,NA
"ENSG00000272831.1","ENSG00000272831",NA,NA
"ENSG00000272832.1","ENSG00000272832",NA,NA
"ENSG00000272834.1","ENSG00000272834",NA,NA
"ENSG00000272836.1","ENSG00000272836",NA,NA
"ENSG00000272837.1","ENSG00000272837","OR10AE3P","403223"
"ENSG00000272839.1","ENSG00000272839",NA,NA
"ENSG00000272840.1","ENSG00000272840",NA,NA
"ENSG00000272841.1","ENSG00000272841","MAP3K4-AS1","117981787"
"ENSG00000272842.1","ENSG00000272842",NA,NA
"ENSG00000272843.1","ENSG00000272843",NA,NA
"ENSG00000272844.1","ENSG00000272844",NA,NA
"ENSG00000272848.2","ENSG00000272848",NA,NA
"ENSG00000272849.1","ENSG00000272849",NA,NA
"ENSG00000272851.1","ENSG00000272851",NA,NA
"ENSG00000272853.1","ENSG00000272853",NA,NA
"ENSG00000272854.1","ENSG00000272854",NA,NA
"ENSG00000272855.1","ENSG00000272855",NA,NA
"ENSG00000272856.1","ENSG00000272856","SCPPPQ1","105377321"
"ENSG00000272858.1","ENSG00000272858",NA,NA
"ENSG00000272861.1","ENSG00000272861",NA,NA
"ENSG00000272862.1","ENSG00000272862",NA,NA
"ENSG00000272864.1","ENSG00000272864",NA,NA
"ENSG00000272865.1","ENSG00000272865",NA,NA
"ENSG00000272866.1","ENSG00000272866",NA,NA
"ENSG00000272870.1","ENSG00000272870","SAP30-DT","105377540"
"ENSG00000272871.1","ENSG00000272871",NA,NA
"ENSG00000272872.1","ENSG00000272872",NA,NA
"ENSG00000272874.1","ENSG00000272874",NA,NA
"ENSG00000272880.1","ENSG00000272880",NA,NA
"ENSG00000272882.1","ENSG00000272882","OR2BH1P","403238"
"ENSG00000272884.1","ENSG00000272884",NA,NA
"ENSG00000272885.1","ENSG00000272885",NA,NA
"ENSG00000272886.5","ENSG00000272886","DCP1A","55802"
"ENSG00000272887.1","ENSG00000272887",NA,NA
"ENSG00000272888.6","ENSG00000272888",NA,NA
"ENSG00000272892.1","ENSG00000272892",NA,NA
"ENSG00000272894.5","ENSG00000272894",NA,NA
"ENSG00000272895.1","ENSG00000272895",NA,NA
"ENSG00000272896.1","ENSG00000272896",NA,NA
"ENSG00000272897.5","ENSG00000272897",NA,NA
"ENSG00000272899.3","ENSG00000272899","SPMIP1","100130705"
"ENSG00000272900.1","ENSG00000272900","OR10Q2P","81345"
"ENSG00000272902.2","ENSG00000272902","TBC1D8-AS1","100506286"
"ENSG00000272904.1","ENSG00000272904",NA,NA
"ENSG00000272905.1","ENSG00000272905",NA,NA
"ENSG00000272906.1","ENSG00000272906",NA,NA
"ENSG00000272908.1","ENSG00000272908",NA,NA
"ENSG00000272909.1","ENSG00000272909",NA,NA
"ENSG00000272910.1","ENSG00000272910",NA,NA
"ENSG00000272911.1","ENSG00000272911",NA,NA
"ENSG00000272912.1","ENSG00000272912",NA,NA
"ENSG00000272913.1","ENSG00000272913","LINC03052","127138865"
"ENSG00000272914.1","ENSG00000272914",NA,NA
"ENSG00000272915.1","ENSG00000272915",NA,NA
"ENSG00000272916.5","ENSG00000272916",NA,NA
"ENSG00000272917.1","ENSG00000272917",NA,NA
"ENSG00000272918.1","ENSG00000272918",NA,NA
"ENSG00000272920.1","ENSG00000272920",NA,NA
"ENSG00000272921.1","ENSG00000272921",NA,NA
"ENSG00000272922.1","ENSG00000272922",NA,NA
"ENSG00000272923.1","ENSG00000272923",NA,NA
"ENSG00000272927.1","ENSG00000272927",NA,NA
"ENSG00000272931.1","ENSG00000272931",NA,NA
"ENSG00000272933.1","ENSG00000272933",NA,NA
"ENSG00000272934.1","ENSG00000272934",NA,NA
"ENSG00000272936.1","ENSG00000272936",NA,NA
"ENSG00000272937.2","ENSG00000272937","OR6U2P","390329"
"ENSG00000272940.1","ENSG00000272940",NA,NA
"ENSG00000272941.1","ENSG00000272941",NA,NA
"ENSG00000272942.1","ENSG00000272942",NA,NA
"ENSG00000272944.1","ENSG00000272944",NA,NA
"ENSG00000272945.1","ENSG00000272945",NA,NA
"ENSG00000272948.2","ENSG00000272948",NA,NA
"ENSG00000272949.1","ENSG00000272949",NA,NA
"ENSG00000272950.1","ENSG00000272950",NA,NA
"ENSG00000272953.1","ENSG00000272953",NA,NA
"ENSG00000272954.1","ENSG00000272954",NA,NA
"ENSG00000272958.1","ENSG00000272958",NA,NA
"ENSG00000272963.1","ENSG00000272963","OR7A19P","387853"
"ENSG00000272966.1","ENSG00000272966",NA,NA
"ENSG00000272967.1","ENSG00000272967",NA,NA
"ENSG00000272968.5","ENSG00000272968","RBAK-RBAKDN","100533952"
"ENSG00000272969.1","ENSG00000272969",NA,NA
"ENSG00000272970.1","ENSG00000272970","LOC107986163","107986163"
"ENSG00000272971.1","ENSG00000272971",NA,NA
"ENSG00000272973.1","ENSG00000272973",NA,NA
"ENSG00000272975.1","ENSG00000272975","MYHAS","100128560"
"ENSG00000272977.1","ENSG00000272977",NA,NA
"ENSG00000272979.1","ENSG00000272979",NA,NA
"ENSG00000272980.4","ENSG00000272980",NA,NA
"ENSG00000272982.1","ENSG00000272982",NA,NA
"ENSG00000272983.1","ENSG00000272983",NA,NA
"ENSG00000272984.1","ENSG00000272984",NA,NA
"ENSG00000272986.1","ENSG00000272986",NA,NA
"ENSG00000272987.1","ENSG00000272987","OR5AL1","79482"
"ENSG00000272988.1","ENSG00000272988",NA,NA
"ENSG00000272989.1","ENSG00000272989",NA,NA
"ENSG00000272990.1","ENSG00000272990",NA,NA
"ENSG00000272991.1","ENSG00000272991",NA,NA
"ENSG00000272994.1","ENSG00000272994",NA,NA
"ENSG00000272995.1","ENSG00000272995",NA,NA
"ENSG00000273000.5","ENSG00000273000",NA,NA
"ENSG00000273001.1","ENSG00000273001","PFKP-DT","101927824"
"ENSG00000273002.1","ENSG00000273002","ARHGEF2-AS2","107985209"
"ENSG00000273003.1","ENSG00000273003","ARL2-SNX15","100528018"
"ENSG00000273004.1","ENSG00000273004",NA,NA
"ENSG00000273006.1","ENSG00000273006",NA,NA
"ENSG00000273007.1","ENSG00000273007",NA,NA
"ENSG00000273008.1","ENSG00000273008","CSGALNACT2-DT","118568825"
"ENSG00000273010.1","ENSG00000273010",NA,NA
"ENSG00000273011.1","ENSG00000273011",NA,NA
"ENSG00000273012.1","ENSG00000273012",NA,NA
"ENSG00000273013.1","ENSG00000273013",NA,NA
"ENSG00000273014.1","ENSG00000273014",NA,NA
"ENSG00000273015.2","ENSG00000273015",NA,NA
"ENSG00000273017.1","ENSG00000273017",NA,NA
"ENSG00000273018.6","ENSG00000273018","FAM106A","80039"
"ENSG00000273024.6","ENSG00000273024","INTS4P2","644619"
"ENSG00000273025.1","ENSG00000273025",NA,NA
"ENSG00000273026.1","ENSG00000273026",NA,NA
"ENSG00000273027.1","ENSG00000273027",NA,NA
"ENSG00000273032.2","ENSG00000273032","DGCR5","26220"
"ENSG00000273033.2","ENSG00000273033","LINC02035","100129550"
"ENSG00000273035.1","ENSG00000273035",NA,NA
"ENSG00000273036.3","ENSG00000273036","CYP4F33P","107133499"
"ENSG00000273038.2","ENSG00000273038",NA,NA
"ENSG00000273041.1","ENSG00000273041",NA,NA
"ENSG00000273044.1","ENSG00000273044",NA,NA
"ENSG00000273045.6","ENSG00000273045","C2orf15","150590"
"ENSG00000273046.1","ENSG00000273046",NA,NA
"ENSG00000273047.1","ENSG00000273047",NA,NA
"ENSG00000273049.1","ENSG00000273049",NA,NA
"ENSG00000273051.1","ENSG00000273051","OR51F4P","390044"
"ENSG00000273055.1","ENSG00000273055",NA,NA
"ENSG00000273056.1","ENSG00000273056",NA,NA
"ENSG00000273058.2","ENSG00000273058",NA,NA
"ENSG00000273059.1","ENSG00000273059",NA,NA
"ENSG00000273061.1","ENSG00000273061","CDC37L1-DT","101929351"
"ENSG00000273062.1","ENSG00000273062",NA,NA
"ENSG00000273063.1","ENSG00000273063",NA,NA
"ENSG00000273064.1","ENSG00000273064",NA,NA
"ENSG00000273066.5","ENSG00000273066",NA,NA
"ENSG00000273068.1","ENSG00000273068",NA,NA
"ENSG00000273069.1","ENSG00000273069",NA,NA
"ENSG00000273073.1","ENSG00000273073",NA,NA
"ENSG00000273076.1","ENSG00000273076",NA,NA
